/home/_www		d	755	1001	1001	336	
/home/_www/bin	/bin	d	755	1001	1001	1152	
/home/_www/bin/clientupdate	/bin/clientupdate	f	755	1001	1001	252952	
/home/_www/bin/logfetch	/bin/logfetch	f	755	1001	1001	326408	
/home/_www/bin/msgcache	/bin/msgcache	f	755	1001	1001	216736	
/home/_www/bin/netbsd-meminfo	/bin/netbsd-meminfo	f	755	1001	1001	21600	
/home/_www/bin/orcaxymon	/bin/orcaxymon	f	755	1001	1001	242120	
/home/_www/bin/xymon	/bin/xymon	f	755	1001	1001	247208	
/home/_www/bin/xymoncfg	/bin/xymoncfg	f	755	1001	1001	190712	
/home/_www/bin/xymonclient-aix.sh	/bin/xymonclient-aix.sh	f	755	1001	1001	2169	
/home/_www/bin/xymonclient-darwin.sh	/bin/xymonclient-darwin.sh	f	755	1001	1001	2265	
/home/_www/bin/xymonclient-freebsd.sh	/bin/xymonclient-freebsd.sh	f	755	1001	1001	2434	
/home/_www/bin/xymonclient-hp-ux.sh	/bin/xymonclient-hp-ux.sh	f	755	1001	1001	2854	
/home/_www/bin/xymonclient-irix.sh	/bin/xymonclient-irix.sh	f	755	1001	1001	1822	
/home/_www/bin/xymonclient-linux.sh	/bin/xymonclient-linux.sh	f	755	1001	1001	3418	
/home/_www/bin/xymonclient-netbsd.sh	/bin/xymonclient-netbsd.sh	f	755	1001	1001	1908	
/home/_www/bin/xymonclient-openbsd.sh	/bin/xymonclient-openbsd.sh	f	755	1001	1001	2176	
/home/_www/bin/xymonclient-osf1.sh	/bin/xymonclient-osf1.sh	f	755	1001	1001	1652	
/home/_www/bin/xymonclient-sco_sv.sh	/bin/xymonclient-sco_sv.sh	f	755	1001	1001	1791	
/home/_www/bin/xymonclient-sunos.sh	/bin/xymonclient-sunos.sh	f	755	1001	1001	6299	
/home/_www/bin/xymonclient-unixware.sh	/bin/xymonclient-unixware.sh	f	755	1001	1001	1915	
/home/_www/bin/xymonclient.sh	/bin/xymonclient.sh	f	755	1001	1001	3747	
/home/_www/bin/xymoncmd	/bin/xymoncmd	f	755	1001	1001	195000	
/home/_www/bin/xymondigest	/bin/xymondigest	f	755	1001	1001	269168	
/home/_www/bin/xymongrep	/bin/xymongrep	f	755	1001	1001	383816	
/home/_www/bin/xymonlaunch	/bin/xymonlaunch	f	755	1001	1001	241632	
/home/_www/etc	/etc	d	755	1001	1001	144	
/home/_www/etc/clientlaunch.cfg	/etc/clientlaunch.cfg	f	644	1001	1001	975	
/home/_www/etc/localclient.cfg	/etc/localclient.cfg	f	644	1001	1001	21716	
/home/_www/etc/xymonclient.cfg	/etc/xymonclient.cfg	f	644	1001	1001	2882	
/home/_www/ext	/ext	d	755	1001	1001	0	
/home/_www/local	/local	d	755	1001	1001	48	
/home/_www/local/README	/local/README	f	644	1001	1001	625	
/home/_www/logs	/logs	d	755	1001	1001	0	
/home/_www/runclient.sh	/runclient.sh	f	755	1001	1001	4400	
/home/_www/tmp	/tmp	d	755	1001	1001	0	
